relative_lateness,prs_score,prs_trend,dispute_rate,response_rate,partial_payment_rate,amount_tier,days_since_last_contact,active_promise_flag,days_until_promised_date,broken_promise_streak,segment,intervention_type,paid_within_N,customer_id,risk_tier,lateness_bucket
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0487-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,True,train-0488-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,channel_escalation,False,train-0489-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0490-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0491-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,plan_proposal,False,train-0492-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,True,train-0493-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,plan_proposal,False,train-0494-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,soft_reminder,False,train-0495-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0496-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0497-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0498-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0499-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0500-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0501-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,True,train-0502-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0503-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0504-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,True,train-0505-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,channel_escalation,False,train-0506-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0507-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0508-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,True,train-0509-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0510-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0511-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,soft_reminder,False,train-0512-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,True,train-0513-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0514-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,plan_proposal,True,train-0515-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,channel_escalation,True,train-0516-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,channel_escalation,False,train-0517-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0518-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,firm_reminder,True,train-0519-model_citizen,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,True,train-0520-reliable_always_late,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0521-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0522-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,soft_reminder,False,train-0523-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,True,train-0524-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,soft_reminder,False,train-0525-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0526-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,link_resend,True,train-0527-reliable_always_late,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,True,train-0528-model_citizen,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,channel_escalation,False,train-0529-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,True,train-0530-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0531-reliable_always_late,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,soft_reminder,False,train-0532-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,channel_escalation,False,train-0533-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0534-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,firm_reminder,False,train-0535-reliable_always_late,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0536-reliable_always_late,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0537-reliable_always_late,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,plan_proposal,False,train-0538-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0539-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0540-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,True,train-0541-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0542-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0543-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0544-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0545-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0546-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0547-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,True,train-0548-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0549-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0550-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,soft_reminder,False,train-0551-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,plan_proposal,True,train-0552-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,plan_proposal,False,train-0553-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0554-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0555-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,link_resend,False,train-0556-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0557-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0558-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,soft_reminder,False,train-0559-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0560-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0561-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0562-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0563-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,True,train-0564-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0565-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,True,train-0566-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,channel_escalation,False,train-0567-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,link_resend,False,train-0568-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,link_resend,False,train-0569-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0570-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,True,train-0571-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0572-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,True,train-0573-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0574-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0575-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0576-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,channel_escalation,False,train-0577-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,True,train-0578-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,link_resend,True,train-0579-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,True,train-0580-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0581-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,link_resend,True,train-0582-model_citizen,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,True,train-0583-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,True,train-0584-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0585-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,True,train-0586-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,True,train-0587-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0588-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0589-reliable_always_late,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,True,train-0590-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0591-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0592-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0593-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,True,train-0594-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,True,train-0595-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,plan_proposal,False,train-0596-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,channel_escalation,False,train-0597-reliable_always_late,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,link_resend,False,train-0598-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0599-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0600-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,plan_proposal,False,train-0601-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,True,train-0602-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,firm_reminder,False,train-0603-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,True,train-0604-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,soft_reminder,False,train-0605-reliable_always_late,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0606-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0607-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,link_resend,True,train-0608-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,soft_reminder,False,train-0609-reliable_always_late,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,True,train-0610-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,True,train-0611-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0612-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,True,train-0613-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0614-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,channel_escalation,False,train-0615-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,True,train-0616-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,True,train-0617-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0618-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,True,train-0619-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,True,train-0620-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0621-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0622-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0623-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,True,train-0624-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,firm_reminder,False,train-0625-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,soft_reminder,False,train-0626-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0627-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0628-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0629-reliable_always_late,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0630-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,True,train-0631-reliable_always_late,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,True,train-0632-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0633-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0634-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0635-reliable_always_late,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0636-reliable_always_late,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0637-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,True,train-0638-model_citizen,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0639-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,True,train-0640-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0641-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0642-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,True,train-0643-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,soft_reminder,False,train-0644-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0645-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0646-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0647-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,plan_proposal,False,train-0648-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0649-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0650-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,soft_reminder,False,train-0651-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0652-reliable_always_late,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0653-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0654-degrading,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0655-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0656-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,firm_reminder,False,train-0657-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,True,train-0658-disputer,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,firm_reminder,False,train-0659-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,soft_reminder,False,train-0660-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0661-reliable_always_late,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0662-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0663-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0664-non_responsive,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,link_resend,False,train-0665-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,plan_proposal,False,train-0666-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,SMB,none,False,train-0667-serial_promiser,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Mid-Market,none,False,train-0668-cash_flow_strained_genuine,near_term,<=0.3
-1.0,0.575,0.0004090909090909078,0.0,0.0,0.0,2,9999,False,-1,0,Enterprise,none,False,train-0669-non_responsive,near_term,<=0.3
